"_id","_labels","atcClassification","category","class","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
"10100",":Drug","L04AA18,L04AA,L04A,L04,L,Drug;L01EG02,L01EG,L01E,L01,L,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Immunologic Factors, Cytochrome P-450 Substrates, Immunosuppressive Agents, Cytochrome P-450 Enzyme Inhibitors, OATP1B3 inhibitors, Cancer immunotherapy, Cytochrome P-450 CYP3A4 Substrates, Selective Immunosuppressants, Lactones, Anti-Bacterial Agents, Mammalian target of rapamycin (mTOR) kinase inhibitors, Immunotherapy, Decreased Immunologic Activity, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Macrolides, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, mTOR Inhibitors, Antineoplastic Agents, mTOR Inhibitor Immunosuppressant, P-glycoprotein substrates with a Narrow Therapeutic Index, Myelosuppressive Agents, Polyketides, Protein Kinase Inhibitors, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, P-glycoprotein inhibitors, Hyperglycemia-Associated Agents, Kinase Inhibitor","","","DB01590","","Everolimus","","","","","","Drug","",,,,,,,,,,
"10101",":Protein","","biolink:Protein","","","","[""ENSG00000140575""]","","8826","9606","intact_covid","","IQGAP1","","P46940",,,,,,,,,,
"10103",":Protein","","biolink:Protein","","","","[""ENSG00000129351""]","","3609","9606","intact_covid","","ILF3","","Q12906",,,,,,,,,,
"10105",":Protein","","biolink:Protein","","","","[""ENSG00000063244""]","","11338","9606","intact_covid","","U2AF2","","P26368",,,,,,,,,,
"10108",":Protein","","biolink:Protein","","","","[""ENSG00000143621""]","","3608","9606","intact_covid","","ILF2","","Q12905",,,,,,,,,,
"10109",":Protein","","biolink:Protein","","","","[""ENSG00000113460""]","","55299","9606","intact_covid","","BRIX1","","Q8TDN6",,,,,,,,,,
"10110",":Protein","","biolink:Protein","","","","[""ENSG00000100403""]","","23264","9606","intact_covid","","ZC3H7B","","Q9UGR2",,,,,,,,,,
"10111",":Protein","","biolink:Protein","","","","[""ENSG00000135521""]","","84946","9606","intact_covid","","LTV1","","Q96GA3",,,,,,,,,,
"10113",":Drug","C05AX04,C05AX,C05A,C05,C,Drug","Zinc Compounds, Metals, Metals, Heavy, Minerals, Elements, Transition Elements, Trace Elements, Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Micronutrients, Vasoprotectives, Metal cations, Physiological Phenomena, Metal divalent cations, Diet, Food, and Nutrition, Food","","","DB01593","","Zinc","","","","","","Drug","",,,,,,,,,,
"10115",":Protein","","biolink:Protein","","","","[""ENSG00000138668""]","","3184","9606","intact_covid","","HNRNPD","","Q14103",,,,,,,,,,
"10120",":Drug","G03CA06,G03CA,G03C,G03,G,Drug","Sex Hormones and Modulators of the Genital System, Antineoplastic Agents, Hormonal, Stilbenes, Hormones, Hormone Substitutes, and Hormone Antagonists, Estrogens, Non-Steroidal, Estrogens, Genito Urinary System and Sex Hormones, Antineoplastic Agents, Benzylidene Compounds, Natural and Semisynthetic Estrogens, Plain, Hormones, Benzene Derivatives","","","DB00269","","Chlorotrianisene","","","","","","Drug","",,,,,,,,,,
"10125",":Drug","B01AA01,B01AA,B01A,B01,B,Drug","Anticoagulants, Enzyme Inhibitors, Blood and Blood Forming Organs, Cytochrome P-450 Substrates, Uncoupling Agents, 4-Hydroxycoumarins, Coumarins, Hematologic Agents, Benzopyrans, Fibrinolytic Agents, Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index, Vitamin K Antagonists, Cytochrome P-450 CYP2C9 Substrates, Heterocyclic Compounds, Fused-Ring, Narrow Therapeutic Index Drugs, Pyrans","","","DB00266","","Dicoumarol","","","","","","Drug","",,,,,,,,,,
"10126",":Protein","","biolink:Protein","","","","[""ENSG00000087302""]","","51637","9606","intact_covid","","RTRAF","","Q9Y224",,,,,,,,,,
"10135",":Drug","B03XA08,B03XA,B03X,B03,B,Drug","Pyridines, Antianemic Preparations, Blood and Blood Forming Organs, Amino Acids, Peptides, and Proteins, Amino Acids","","","DB12255","","Vadadustat","","","","","","Drug","",,,,,,,,,,
"10137",":Protein","","biolink:Protein","","","","[""ENSG00000089902""]","","23186","9606","intact_covid","","RCOR1","","Q9UKL0",,,,,,,,,,
"10138",":Protein","","biolink:Protein","","","","[""ENSG00000004487""]","","23028","9606","intact_covid","","KDM1A","","O60341",,,,,,,,,,
"10144",":Protein","","biolink:Protein","","","","[""ENSG00000132703""]","","325","9606","intact_covid","","APCS","","P02743",,,,,,,,,,
"10145",":Protein","","biolink:Protein","","","","[""ENSG00000159189""]","","714","9606","intact_covid","","C1QC","","P02747",,,,,,,,,,
"10156",":Protein","","biolink:Protein","","","","[""ENSG00000130520""]","","25804","9606","intact_covid","","LSM4","","Q9Y4Z0",,,,,,,,,,
"10162",":Protein","","biolink:Protein","","","","[""ENSG00000158825""]","","978","9606","intact_covid,pathway","","CDA","","P32320",,,,,,,,,,
"10164",":Protein","","biolink:Protein","","","","[""ENSG00000173372""]","","712","9606","intact_covid","","C1QA","","P02745",,,,,,,,,,
"10165",":Drug","L01XX01,L01XX,L01X,L01,L,Drug","Immunosuppressive Agents, Acridines, Antineoplastic and Immunomodulating Agents, Laboratory Chemicals, Antineoplastic Agents, Cardiotoxic antineoplastic agents, Intercalating Agents, Myelosuppressive Agents, Heterocyclic Compounds, Fused-Ring, Narrow Therapeutic Index Drugs, Indicators and Reagents, Aminoacridines, P-glycoprotein inhibitors, Compounds used in a research, industrial, or household setting","","","DB00276","","Amsacrine","","","","","","Drug","",,,,,,,,,,
"10169",":Drug","H03AA02,H03AA,H03A,H03,H,Drug;H03AA03,H03AA,H03A,H03,H,Drug","Thyroid Products, Hormones, Hormone Substitutes, and Hormone Antagonists, OATP1B3 substrates, Hormones, Drugs that are Mainly Renally Excreted, Agents used to treat hypothyroidism, Thyroxine-binding globulin substrates, P-glycoprotein inducers, l-Triiodothyronine, UGT1A1 Substrates, OATP1B1/SLCO1B1 Substrates, Triiodothyronine, OAT3/SLC22A8 Inhibitors, Thyronines, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins","","","DB00279","","Liothyronine","","","","","","Drug","",,,,,,,,,,
"10170",":Drug","R03DA74,R03DA,R03D,R03,R,Drug;R03DA20,R03DA,R03D,R03,R,Drug;R03DA04,R03DA,R03D,R03,R,Drug;R03DB04,R03DB,R03D,R03,R,Drug;R03DA54,R03DA,R03D,R03,R,Drug","Purinergic P1 Receptor Antagonists, Enzyme Inhibitors, Cytochrome P-450 Substrates, Phosphodiesterase 5 Inhibitors, Cardiovascular Agents, Purinergic Agents, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index, Peripheral Nervous System Agents, Alkaloids, Purines, Xanthines and Adrenergics, Purinergic Antagonists, Xanthine derivatives, Cytochrome P-450 CYP2C8 Substrates, Purinones, Agents that reduce seizure threshold, Autonomic Agents, Phosphodiesterase Inhibitors, Cytochrome P-450 CYP2E1 Substrates, Anti-Asthmatic Agents, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2E1 Substrates with a Narrow Therapeutic Index, Bronchodilator Agents, Respiratory Smooth Muscle Relaxants, Respiratory System Agents, Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP1A2 Substrates, Drugs for Obstructive Airway Diseases, Cytochrome P-450 CYP2D6 Substrates, Vasodilating Agents","","","DB00277","","Theophylline","","","","","","Drug","",,,,,,,,,,
"10174",":Protein","","biolink:Protein","","","","[""ENSG00000173369""]","","713","9606","intact_covid","","C1QB","","P02746",,,,,,,,,,
"10186",":Drug","L01ED04,L01ED,L01E,L01,L,Drug","Cytochrome P-450 Substrates, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A4 Inducers, Antineoplastic Agents, BCRP/ABCG2 Inhibitors, MATE inhibitors, MATE 1 Inhibitors, Anaplastic lymphoma kinase (ALK) inhibitors, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index, MATE 2 Inhibitors, Cytochrome P-450 CYP2C8 Substrates, Kinase Inhibitor","","","DB12267","","Brigatinib","","","","","","Drug","",,,,,,,,,,
"10189",":Drug","M05BA03,M05BA,M05B,M05,M,Drug","Nephrotoxic agents, Organophosphonates, Agents Causing Muscle Toxicity, Musculo-Skeletal System, Drugs for Treatment of Bone Diseases, Bone Density Conservation Agents, Antineoplastic Agents, Organophosphorus Compounds, Drugs Affecting Bone Structure and Mineralization, Bisphosphonates","","","DB00282","","Pamidronic acid","","","","","","Drug","",,,,,,,,,,
"10191",":Drug","C01BA03,C01BA,C01B,C01,C,Drug","Highest Risk QTc-Prolonging Agents, Pyridines, QTc Prolonging Agents, Voltage-Gated Sodium Channel Blockers, Cytochrome P-450 Substrates, Hypoglycemia-Associated Agents, OCT1 inhibitors, Agents producing tachycardia, Cardiovascular Agents, Muscarinic Antagonists, Blood Glucose Lowering Agents, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Membrane Transport Modulators, Anticholinergic Agents, Cytochrome P-450 CYP3A Substrates, Negative Inotrope, OCT2 Inhibitors, Cytochrome P-450 CYP1A2 Substrates, Antiarrhythmics, Class I, Sodium Channel Blockers, Antiarrhythmics, Class Ia, Cardiac Therapy, Antiarrhythmic agents","","","DB00280","","Disopyramide","","","","","","Drug","",,,,,,,,,,
"10192",":Drug","S02DA01,S02DA,S02D,S02,S,Drug;N01BB52,N01BB,N01B,N01,N,Drug;C01BB01,C01BB,C01B,C01,C,Drug;S01HA07,S01HA,S01H,S01,S,Drug;C05AD01,C05AD,C05A,C05,C,Drug;R02AD02,R02AD,R02A,R02,R,Drug;N01BB02,N01BB,N01B,N01,N,Drug;D04AB01,D04AB,D04A,D04,D,Drug","Voltage-Gated Sodium Channel Blockers, Cytochrome P-450 Substrates, Sensory System Agents, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Neuraxial Anesthetics, Otologicals, Cardiovascular Agents, Cytochrome P-450 CYP3A4 Substrates, Peripheral Nervous System Agents, Antipruritics and Local Anesthetics, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Substrates, Agents that reduce seizure threshold, Anesthetics, Local, Antiarrhythmic agents, Analgesics and Anesthetics, Cytochrome P-450 CYP2C18 Substrates, Cytochrome P-450 CYP3A5 Substrates, Local Anesthesia, Anesthetics for Topical Use, Anesthetics, Membrane Transport Modulators, Ophthalmologicals, Central Nervous System Depressants, Cytochrome P-450 CYP2A6 Substrates, Local Anesthetics (Amide), Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Sodium Channel Blockers, Antiarrhythmics, Class Ib, Cytochrome P-450 CYP1A2 Inhibitors (moderate), Cytochrome P-450 CYP2D6 Inhibitors, Amines, Nervous System, Aniline Compounds, Amides, Anilides, Cytochrome P-450 CYP1A2 Inhibitors, Vasoprotectives, Antipruritics, Incl. Antihistamines, Anesthetics, Etc., Antiarrhythmics, Class I, Dermatologicals, Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Cytochrome P-450 CYP2C9 Substrates, Throat Preparations, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP1A2 Substrates, Central Nervous System Agents, Methemoglobinemia Associated Agents, P-glycoprotein inhibitors, Cardiac Therapy","","","DB00281","","Lidocaine","","","","","","Drug","",,,,,,,,,,
"10194",":Drug","G03CC07,G03CC,G03C,G03,G,Drug;G03CA57,G03CA,G03C,G03,G,Drug","Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Estrogens, Genito Urinary System and Sex Hormones, Natural and Semisynthetic Estrogens, Plain, OATP1B3 substrates, Hormones, Cytochrome P-450 CYP3A4 Substrates, OATP2B1/SLCO2B1 substrates, Drugs that are Mainly Renally Excreted, OAT3/SLC22A8 Substrates, Cytochrome P-450 CYP1A2 Inhibitors, Agents causing angioedema, Estradiol Congeners, COMT Substrates, Estrogens, Conjugated (USP), Gonadal Hormones, Cytochrome P-450 CYP1A2 Inhibitors (weak), OATP1B1/SLCO1B1 Inhibitors, Hormones, Hormone Substitutes, and Hormone Antagonists, P-glycoprotein substrates, Gonadal Steroid Hormones, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Substrates, Thyroxine-binding globulin inducers, Cytochrome P-450 CYP1A2 Substrates, OATP1B1/SLCO1B1 Substrates, OAT3/SLC22A8 Inhibitors","","","DB00286","","Conjugated estrogens","","","","","","Drug","",,,,,,,,,,
"10195",":Protein","","biolink:Protein","","","","[""ENSG00000118137""]","","335","9606","intact_covid,pathway","","APOA1","","P02647",,,,,,,,,,
"10197",":Protein","","biolink:Protein","","","","[""ENSG00000187688""]","","51393","9606","intact_covid","","TRPV2","","Q9Y5S1",,,,,,,,,,
"10204",":Protein","","biolink:Protein","","","","[""ENSG00000167632""]","","83696","9606","intact_covid","","TRAPPC9","","Q96Q05",,,,,,,,,,
"10205",":Drug","D07AC11,D07AC,D07A,D07,D,Drug","Corticosteroids, Dermatological Preparations, Cytochrome P-450 Substrates, Immunosuppressive Agents, Glucocorticoids, Anti-Inflammatory Agents, Adrenal Cortex Hormones, Cytochrome P-450 CYP3A Inducers, Hormones, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Fused-Ring Compounds, Cytochrome P-450 Enzyme Inducers, Corticosteroids, Potent (Group III), Cytochrome P-450 CYP3A5 Inducers (strength unknown), Corticosteroid Hormone Receptor Agonists, Cytochrome P-450 CYP3A5 Inducers, Corticosteroids, Hormones, Hormone Substitutes, and Hormone Antagonists, Pregnadienes, Cytochrome P-450 CYP3A4 Inducers, Dermatologicals, Cytochrome P-450 CYP3A Substrates, Pregnanes, Thyroxine-binding globulin inhibitors, Steroids, Fluorinated, Hyperglycemia-Associated Agents, Steroids","","","DB00288","","Amcinonide","","","","","","Drug","",,,,,,,,,,
"10216",":Protein","","biolink:Protein","","","","[""ENSG00000136100""]","","51028","9606","intact_covid,pathway","","VPS36","","Q86VN1",,,,,,,,,,
"10233",":Drug","D10AD03,D10AD,D10A,D10,D,Drug;D10AD53,D10AD,D10A,D10,D,Drug","Anti-Inflammatory Agents, Dermatologicals, Retinoids for Topical Use in Acne, Misc. Skin and Mucous Membrane Agents, Retinoids, Anti-Acne Preparations, Anti-Acne Preparations for Topical Use, Naphthalenes","","","DB00210","","Adapalene","","","","","","Drug","",,,,,,,,,,
"10240",":Drug","C01CA17,C01CA,C01C,C01,C,Drug","Autonomic Agents, Adrenergic alpha-Agonists, Amines, Cytochrome P-450 Substrates, Adrenergic alpha-1 Receptor Agonists, Agents producing tachycardia, Adrenergic and Dopaminergic Agents, Cardiovascular Agents, Amino Alcohols, Ethanolamines, Alcohols, Peripheral Nervous System Agents, Neurotransmitter Agents, Sympathomimetics, Vasoconstrictor Agents, Adrenergic Agonists, Cardiac Stimulants Excl. Cardiac Glycosides, Agents that produce hypertension, Cytochrome P-450 CYP2D6 Substrates, Cardiac Therapy, Adrenergic Agents, Bradycardia-Causing Agents","","","DB00211","","Midodrine","","","","","","Drug","",,,,,,,,,,
"10242",":Protein","","biolink:Protein","","","","[""ENSG00000120868""]","","317","9606","intact_covid,pathway","","APAF1","","O14727",,,,,,,,,,
"10248",":Protein","","biolink:Protein","","","","[""ENSG00000143889""]","","92906","9606","intact_covid","","HNRNPLL","","Q8WVV9",,,,,,,,,,
"10251",":Protein","","biolink:Protein","","","","[""ENSG00000087448""]","","57542","9606","intact_covid","","KLHL42","","Q9P2K6",,,,,,,,,,
"10255",":Protein","","biolink:Protein","","","","[""ENSG00000132664""]","","10621","9606","intact_covid","","POLR3F","","Q9H1D9",,,,,,,,,,
"10257",":Protein","","biolink:Protein","","","","[""ENSG00000100902""]","","5687","9606","intact_covid","","PSMA6","","P60900",,,,,,,,,,
"10259",":Protein","","biolink:Protein","","","","[""ENSG00000076924""]","","56949","9606","intact_covid","","XAB2","","Q9HCS7",,,,,,,,,,
"10261",":Protein","","biolink:Protein","","","","[""ENSG00000135046""]","","301","9606","intact_covid","","ANXA1","","P04083",,,,,,,,,,
"10263",":Drug","Drug","Heterocyclic Compounds, Fused-Ring, Proto-Oncogene Proteins c-met, antagonists & inhibitors, Pyrrolidines","","","DB12200","","Tivantinib","","","","","","Drug","",,,,,,,,,,
"10266",":Protein","","biolink:Protein","","","","[""ENSG00000138768""]","","8615","9606","intact_covid","","USO1","","O60763",,,,,,,,,,
"10267",":Drug","Drug","Proteins, Serum Globulins, Antineoplastic Agents, Immunological, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins","","","DB12202","","Zalutumumab","","","","","","Drug","",,,,,,,,,,
"10268",":Protein","","biolink:Protein","","","","[""ENSG00000213516""]","","494115","9606","intact_covid","","RBMXL1","","Q96E39",,,,,,,,,,
"10269",":Protein","","biolink:Protein","","","","[""ENSG00000198176""]","","7027","9606","intact_covid","","TFDP1","","Q14186",,,,,,,,,,
"10274",":Protein","","biolink:Protein","","","","[""ENSG00000173113""]","","51504","9606","intact_covid","","TRMT112","","Q9UI30",,,,,,,,,,
"10277",":Drug","S01LA06,S01LA,S01L,S01,S,Drug","Immunoglobulins, Vascular Endothelial Growth Factor Inhibitor, Antibodies, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Antineovascularisation Agents, Ocular Vascular Disorder Agents, Angiogenesis Inhibitors, Immunoproteins, Ophthalmologicals, Proteins, Serum Globulins, Antibodies, Monoclonal, Humanized, EENT Drugs, Miscellaneous, Globulins, Blood Proteins, Sensory Organs","","","DB14864","","Brolucizumab","","","","","","Drug","",,,,,,,,,,
"10279",":Protein","","biolink:Protein","","","","[""ENSG00000040341""]","","27067","9606","intact_covid","","STAU2","","Q9NUL3",,,,,,,,,,
"10280",":Protein","","biolink:Protein","","","","[""ENSG00000188529""]","","10772","9606","intact_covid","","SRSF10","","O75494",,,,,,,,,,
"10282",":Protein","","biolink:Protein","","","","[""ENSG00000115875""]","","6432","9606","intact_covid","","SRSF7","","Q16629",,,,,,,,,,
"10283",":Protein","","biolink:Protein","","","","[""ENSG00000136807""]","","1025","9606","intact_covid,pathway","","CDK9","","P50750",,,,,,,,,,
"10286",":Protein","","biolink:Protein","","","","[""ENSG00000276910"",""ENSG00000275045"",""ENSG00000145736""]","","2966","9606","intact_covid","","GTF2H2","","Q13888",,,,,,,,,,
"10288",":Protein","","biolink:Protein","","","","[""ENSG00000197694""]","","6709","9606","intact_covid","","SPTAN1","","Q13813",,,,,,,,,,
"10291",":Protein","","biolink:Protein","","","","[""ENSG00000144746""]","","10550","9606","intact_covid","","ARL6IP5","","O75915",,,,,,,,,,
"10292",":Protein","","biolink:Protein","","","","[""ENSG00000186635""]","","116985","9606","intact_covid","","ARAP1","","Q96P48",,,,,,,,,,
"10299",":Protein","","biolink:Protein","","","","[""ENSG00000062650""]","","23063","9606","intact_covid","","WAPL","","Q7Z5K2",,,,,,,,,,
"10301",":Protein","","biolink:Protein","","","","[""ENSG00000110395""]","","867","9606","intact_covid","","CBL","","P22681",,,,,,,,,,
"10302",":Protein","","biolink:Protein","","","","[""ENSG00000100038""]","","8940","9606","intact_covid","","TOP3B","","O95985",,,,,,,,,,
"10303",":Protein","","biolink:Protein","","","","[""ENSG00000073921""]","","8301","9606","intact_covid","","PICALM","","Q13492",,,,,,,,,,
"10316",":Protein","","biolink:Protein","","","","[""ENSG00000147044""]","","8573","9606","intact_covid","","CASK","","O14936",,,,,,,,,,
"10320",":Protein","","biolink:Protein","","","","[""ENSG00000197771""]","","79892","9606","intact_covid","","MCMBP","","Q9BTE3",,,,,,,,,,
"10322",":Protein","","biolink:Protein","","","","[""ENSG00000111581""]","","57122","9606","intact_covid,pathway","","NUP107","","P57740",,,,,,,,,,
"10326",":Protein","","biolink:Protein","","","","[""ENSG00000138448""]","","3685","9606","intact_covid","","ITGAV","","P06756",,,,,,,,,,
"10328",":Drug","D07AC10,D07AC,D07A,D07,D,Drug","Corticosteroids, Dermatological Preparations, Pregnadienetriols, Corticosteroids, Immunosuppressive Agents, Hormones, Hormone Substitutes, and Hormone Antagonists, Pregnadienes, Anti-Inflammatory Agents, Adrenal Cortex Hormones, Dermatologicals, Hormones, Fused-Ring Compounds, Corticosteroids, Potent (Group III), Pregnanes, Steroids, Fluorinated, Corticosteroid Hormone Receptor Agonists, Steroids","","","DB00223","","Diflorasone","","","","","","Drug","",,,,,,,,,,
"10331",":Protein","","biolink:Protein","","","","[""ENSG00000170558""]","","1000","9606","intact_covid","","CDH2","","P19022",,,,,,,,,,
"10335",":Protein","","biolink:Protein","","","","[""ENSG00000110921""]","","4598","9606","intact_covid","","MVK","","Q03426",,,,,,,,,,
"10338",":Drug","C10BA01,C10BA,C10B,C10,C,Drug;C10AA02,C10AA,C10A,C10,C,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), UGT1A3 substrates, BSEP/ABCB11 Substrates, Hypolipidemic Agents Indicated for Hyperlipidemia, Cytochrome P-450 CYP3A4 Substrates, Lipid Modifying Agents, UGT2B7 substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Cytochrome P-450 CYP2C8 Substrates, Drugs causing inadvertant photosensitivity, Hydroxymethylglutaryl-CoA Reductase Inhibitors, OATP1B1/SLCO1B1 Inhibitors, Anticholesteremic Agents, Hypolipidemic Agents, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C19 Substrates, Lipid Regulating Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Photosensitizing Agents, Agents Causing Muscle Toxicity, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), UGT1A1 Substrates, Cytochrome P-450 CYP3A4 Inhibitors, OATP1B1/SLCO1B1 Substrates, P-glycoprotein inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak)","","","DB00227","","Lovastatin","","","","","","Drug","",,,,,,,,,,
"10340",":Protein","","biolink:Protein","","","","[""ENSG00000111907""]","","7164","9606","intact_covid","","TPD52L1","","Q16890",,,,,,,,,,
"10345",":Protein","","biolink:Protein","","","","[""ENSG00000138767""]","","246175","9606","intact_covid","","CNOT6L","","Q96LI5",,,,,,,,,,
"10357",":Protein","","biolink:Protein","","","","[""ENSG00000111615""]","","11103","9606","intact_covid","","KRR1","","Q13601",,,,,,,,,,
"10358",":Protein","","biolink:Protein","","","","[""ENSG00000103852""]","","64927","9606","intact_covid","","TTC23","","Q5W5X9",,,,,,,,,,
"10365",":Protein","","biolink:Protein","","","","[""ENSG00000160218""]","","7109","9606","intact_covid","","TRAPPC10","","P48553",,,,,,,,,,
"10388",":Protein","","biolink:Protein","","","","[""ENSG00000198604""]","","11177","9606","intact_covid","","BAZ1A","","Q9NRL2",,,,,,,,,,
"10391",":Protein","","biolink:Protein","","","","[""ENSG00000134480""]","","902","9606","intact_covid","","CCNH","","P51946",,,,,,,,,,
"10393",":Drug","J04AA02,J04AA,J04A,J04,J,Drug;J04AA01,J04AA,J04A,J04,J,Drug;J04AA03,J04AA,J04A,J04,J,Drug","Aminobenzoates, para-Aminobenzoates, Benzoates, Hydroxy Acids, Acids, Carbocyclic, Aminosalicylic Acids, Hydroxybenzoates, Antimycobacterials, Aminosalicylic Acid and Derivatives, Antiinfectives for Systemic Use, Anti-Infective Agents, Anti-Bacterial Agents, Drugs for Treatment of Tuberculosis, Phenols, Methemoglobinemia Associated Agents, Salicylates, Benzene Derivatives","","","DB00233","","Aminosalicylic acid","","","","","","Drug","",,,,,,,,,,
"10399",":Protein","","biolink:Protein","","","","[""ENSG00000133226""]","","10250","9606","intact_covid","","SRRM1","","Q8IYB3",,,,,,,,,,
"10406",":Protein","","biolink:Protein","","","","[""ENSG00000149115""]","","85456","9606","intact_covid","","TNKS1BP1","","Q9C0C2",,,,,,,,,,
"10409",":Protein","","biolink:Protein","","","","[""ENSG00000275979"",""ENSG00000277114"",""ENSG00000274176"",""ENSG00000274616"",""ENSG00000273943"",""ENSG00000276082"",""ENSG00000277615"",""ENSG00000274941"",""ENSG00000277600"",""ENSG00000088038""]","","4849","9606","intact_covid","","CNOT3","","O75175",,,,,,,,,,
"10415",":Protein","","biolink:Protein","","","","[""ENSG00000177728""]","","9772","9606","intact_covid","","TMEM94","","Q12767",,,,,,,,,,
"10426",":Drug","Drug","0","","","DB12228","","Telcagepant","","","","","","Drug","",,,,,,,,,,
"10428",":Protein","","biolink:Protein","","","","[""ENSG00000107404""]","","1855","9606","intact_covid","","DVL1","","O14640",,,,,,,,,,
"10429",":Protein","","biolink:Protein","","","","[""N/A""]","","N/A","9606","intact_covid","","USP11","","P51784",,,,,,,,,,
"10430",":Protein","","biolink:Protein","","","","[""ENSG00000160208""]","","23076","9606","intact_covid","","RRP1B","","Q14684",,,,,,,,,,
"10437",":Drug","L01BB04,L01BB,L01B,L01,L,Drug;L04AA40,L04AA,L04A,L04,L,Drug","Immunologic Factors, Ribonucleosides, Immunosuppressive Agents, Purine Antimetabolite, 2-Chloroadenosine, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Cardiotoxic antineoplastic agents, Deoxyadenosines, Purine Nucleosides, Antimetabolites, Selective Immunosuppressants, Myelosuppressive Agents, Heterocyclic Compounds, Fused-Ring, Purines, BCRP/ABCG2 Substrates, Narrow Therapeutic Index Drugs, Nucleic Acids, Nucleotides, and Nucleosides, Purine Analogues, Agents Causing Muscle Toxicity, Nucleosides, Deoxyribonucleosides","","","DB00242","","Cladribine","","","","","","Drug","",,,,,,,,,,
"10438",":Protein","","biolink:Protein","","","","[""ENSG00000119335""]","","6418","9606","intact_covid","","SET","","Q01105",,,,,,,,,,
