"_id","_labels","atcClassification","category","class","detail","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
"11312",":Drug","Drug","Quinolines, Heterocyclic Compounds, Fused-Ring","","","","DB05234","","LGD2941","","","","","","Drug","",,,,,,,,,,
"11321",":Drug","A10BG02,A10BG,A10B,A10,A,Drug;A10BD04,A10BD,A10B,A10,A,Drug;A10BD03,A10BD,A10B,A10,A,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A Inducers, Hypoglycemia-Associated Agents, Cytochrome P-450 CYP2B6 Inducers (strength unknown), BSEP/ABCB11 Substrates, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Drugs that are Mainly Renally Excreted, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 Enzyme Inducers, Sulfur Compounds, Alimentary Tract and Metabolism, Cytochrome P-450 CYP2C9 Inhibitors, Thiazoles, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Drugs Used in Diabetes, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Substrates, OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP3A4 Inducers, Peroxisome Proliferator Receptor gamma Agonist, Peroxisome Proliferator-activated Receptor Activity, Blood Glucose Lowering Agents, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Oral Hypoglycemics, Vasodilating Agents, Thiazolidinediones","","","","DB00412","","Rosiglitazone","","","","","","Drug","",,,,,,,,,,
"11336",":Drug","Drug","Phosphatidylinositol 3-Kinase, antagonists & inhibitors, Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Amides, Sulfones","","","","DB05241","","XL765","","","","","","Drug","",,,,,,,,,,
"11339",":Drug","Drug","0","","","","DB05243","","XL019","","","","","","Drug","",,,,,,,,,,
"11369",":Drug","Drug","Acids, Acyclic, Herbicides, Fatty Acids, Agrochemicals, Fatty Acids, Volatile, Pesticides, Lipids, Toxic Actions, Compounds used in a research, industrial, or household setting","","","","DB05252","","Fenoxaprop-ethyl","","","","","","Drug","",,,,,,,,,,
"11370",":Drug","Drug","Membrane Proteins, Proteins, Complex Mixtures, Biological Products, Amino Acids, Peptides, and Proteins, Glycoproteins, Vaccines","","","","DB06584","","TG4010","","","","","","Drug","",,,,,,,,,,
"11376",":Drug","C03DA01,C03DA,C03D,C03,C,Drug","Antihypertensive Agents Indicated for Hypertension, Mineralocorticoid (Aldosterone) Receptor Antagonists, Cytochrome P-450 Enzyme Inhibitors, Hormones, Hormone Substitutes, and Hormone Antagonists, Cytochrome P-450 CYP2C8 Inhibitors, Agents causing hyperkalemia, BSEP/ABCB11 Substrates, Cardiovascular Agents, Hypotensive Agents, Potassium-Sparing Diuretics, Fused-Ring Compounds, Lactones, P-glycoprotein inducers, Diuretics, Natriuretic Agents, Pregnanes, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Antihypertensive Agents, Hormone Antagonists, Mineralocorticoid Receptor Antagonists, Pregnenes, Steroids","","","","DB00421","","Spironolactone","","","","","","Drug","",,,,,,,,,,
"11401",":Drug","P03AB02,P03AB,P03A,P03,P,Drug","Hydrocarbons, Chlorinated, Antiparasitic Products, Insecticides and Repellents, Agrochemicals, Ectoparasiticides, Incl. Scabicides, Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents, Pesticides, Hydrocarbons, Halogenated, Insecticides, Toxic Actions, Chlorine Containing Products, Compounds used in a research, industrial, or household setting, Agents that reduce seizure threshold","","","","DB00431","","Lindane","","","","","","Drug","",,,,,,,,,,
"11402",":Drug","L01BC59,L01BC,L01B,L01,L,Drug;S01AD02,S01AD,S01A,S01,S,Drug","Immunosuppressive Agents, Nucleoside Analog Antiviral, Pyrimidine Nucleosides, Noxae, Antineoplastic and Immunomodulating Agents, Pyrimidine Analogues, Antineoplastic Agents, Antiviral Agents, OAT1/SLC22A6 Substrates, Antimetabolites, Anti-Infective Agents, Drugs that are Mainly Renally Excreted, OAT1/SLC22A6 inhibitors, OAT3/SLC22A8 Substrates, Ophthalmologicals, Nucleic Acid Synthesis Inhibitors, Pyrimidines, Nucleic Acids, Nucleotides, and Nucleosides, Nucleoside Metabolic Inhibitor, Nucleosides, Toxic Actions, Deoxyribonucleosides, Sensory Organs","","","","DB00432","","Trifluridine","","","","","","Drug","",,,,,,,,,,
"11403",":Drug","M04AA01,M04AA,M04A,M04,M,Drug;M04AA51,M04AA,M04A,M04,M,Drug","Enzyme Inhibitors, Protective Agents, Free Radical Scavengers, Preparations Inhibiting Uric Acid Production, Antimetabolites, Drugs that are Mainly Renally Excreted, OAT3/SLC22A8 Substrates, Antioxidants, Heterocyclic Compounds, Fused-Ring, Purines, Antigout Preparations, BCRP/ABCG2 Substrates, Musculo-Skeletal System, Uricosuric Agents, Xanthine Oxidase Inhibitors","","","","DB00437","","Allopurinol","","","","","","Drug","",,,,,,,,,,
"11405",":Drug","R07AX01,R07AX,R07A,R07,R,Drug","Cytochrome P-450 Enzyme Inhibitors, Free Radical Scavengers, Oxides, Cardiovascular Agents, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Hypotensive Agents, Reactive Nitrogen Species, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Drugs that are Mainly Renally Excreted, Vasodilation, Peripheral Nervous System Agents, Antioxidants, Cytochrome P-450 CYP1A2 Inhibitors, Endothelium-Dependent Relaxing Factors, Compounds used in a research, industrial, or household setting, Nitrogen Compounds, Oxygen Compounds, Autonomic Agents, Free Radicals, Anti-Asthmatic Agents, Bronchodilator Agents, Respiratory System Agents, Gases, Neurotransmitter Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Gasotransmitters, Nitrates and Nitrites, Methemoglobinemia Associated Agents, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Vasodilating Agents, Nitrogen Oxides","","","","DB00435","","Nitric Oxide","","","","","","Drug","",,,,,,,,,,
"11408",":Drug","A05BA08,A05BA,A05B,A05,A,Drug","Triterpenes, Liver Therapy, Alimentary Tract and Metabolism, Anti-Inflammatory Agents, Pentacyclic Triterpenes, Liver Therapy, Lipotropics, BSEP/ABCB11 Substrates, Terpenes, Bile and Liver Therapy","","","","DB13751","","Glycyrrhizic acid","","","","","","Drug","",,,,,,,,,,
"11420",":Drug","L01BC05,L01BC,L01B,L01,L,Drug","Ribonucleosides, Enzyme Inhibitors, Immunosuppressive Agents, Pyrimidine Analogues, Cytidine Deaminase Substrates, Drugs that are Mainly Renally Excreted, Nucleic Acid Synthesis Inhibitors, Pyrimidines, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides, Carbohydrates, Pyrimidine Nucleosides, Noxae, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Antimetabolites, P-glycoprotein substrates with a Narrow Therapeutic Index, Myelosuppressive Agents, Narrow Therapeutic Index Drugs, Nucleoside Metabolic Inhibitor, Ribonucleotide Reductases, antagonists & inhibitors, Nucleosides, Toxic Actions, Deoxyribonucleosides","","","","DB00441","","Gemcitabine","","","","","","Drug","",,,,,,,,,,
"11424",":Drug","S03CA06,S03CA,S03C,S03,S,Drug;D07BC01,D07BC,D07B,D07,D,Drug;D07AC01,D07AC,D07A,D07,D,Drug;S01BB04,S01BB,S01B,S01,S,Drug;D07CC01,D07CC,D07C,D07,D,Drug;R03BA04,R03BA,R03B,R03,R,Drug;H02AB01,H02AB,H02A,H02,H,Drug;S01BA06,S01BA,S01B,S01,S,Drug;D07XC01,D07XC,D07X,D07,D,Drug;S01CA05,S01CA,S01C,S01,S,Drug;C05AA05,C05AA,C05A,C05,C,Drug;R01AD06,R01AD,R01A,R01,R,Drug;S03BA03,S03BA,S03B,S03,S,Drug;S02BA07,S02BA,S02B,S02,S,Drug;S01CB04,S01CB,S01C,S01,S,Drug;A07EA04,A07EA,A07E,A07,A,Drug","Corticosteroids, Dermatological Preparations, Cytochrome P-450 Substrates, Immunosuppressive Agents, Glucocorticoids, Adrenal Cortex Hormones, Cytochrome P-450 CYP3A Inducers, Otologicals, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Cytochrome P-450 CYP2B6 Inducers (strength unknown), Hormones, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C9 Inducers (strength unknown), Intestinal Antiinflammatory Agents, Nasal Preparations, Corticosteroids, Potent (Group III), Alimentary Tract and Metabolism, Cytochrome P-450 CYP2C19 Inducers, Corticosteroids Acting Locally, Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins, Corticosteroid Hormone Receptor Agonists, Corticosteroids for Systemic Use, Pregnadienetriols, Corticosteroids, Corticosteroids for Systemic Use, Plain, Pregnadienes, Cytochrome P-450 CYP3A4 Inducers, Respiratory System Agents, Ophthalmologicals, Cytochrome P-450 CYP3A5 Inducers (weak), Pregnanes, Steroids, Fluorinated, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP2C8 Inducers, Anti-Inflammatory Agents, Ophthalmological and Otological Preparations, Fused-Ring Compounds, Vasoprotectives, Cytochrome P-450 Enzyme Inducers, Adrenals, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP3A5 Inducers, Cytochrome P-450 CYP2A6 Inducers, Hormones, Hormone Substitutes, and Hormone Antagonists, P-glycoprotein substrates, Dermatologicals, Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Cytochrome P-450 CYP3A Substrates, Agents Causing Muscle Toxicity, Drugs for Obstructive Airway Diseases, Thyroxine-binding globulin inhibitors, Cytochrome P-450 CYP2C9 Inducers, Hyperglycemia-Associated Agents, Steroids","","","","DB00443","","Betamethasone","","","","","","Drug","",,,,,,,,,,
"11434",":Drug","Drug","Imidazoles, Nucleic Acids, Nucleotides, and Nucleosides, Blood Glucose Lowering Agents, Nucleotides","","","","DB01700","","AICA ribonucleotide","","","","","","Drug","",,,,,,,,,,
"11440",":Drug","G03EA03,G03EA,G03E,G03,G,Drug;G03XX01,G03XX,G03X,G03,G,Drug;A14AA07,A14AA,A14A,A14,A,Drug","Immunologic Factors, Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, 17-Ketosteroids, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, OATP1B3 substrates, Hormones, Cytochrome P-450 CYP3A4 Substrates, OATP2B1/SLCO2B1 substrates, Fused-Ring Compounds, Cytochrome P-450 CYP3A7 Inhibitors (strength unknown), Alimentary Tract and Metabolism, Anabolic Agents for Systemic Use, Androgens and Estrogens, Androstan Derivatives, Gonadal Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Adjuvants, Immunologic, Androstenes, Ketosteroids, Gonadal Steroid Hormones, Androstanes, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Androstenols, Cytochrome P-450 CYP3A7 Inhibitors, Anabolic Steroids, OATP1B1/SLCO1B1 Substrates, Testosterone Congeners, Steroids","","","","DB01708","","Prasterone","","","","","","Drug","",,,,,,,,,,
"11463",":Drug","N05AL04,N05AL,N05A,N05,N,Drug","Psycholeptics, Tranquilizing Agents, Benzoates, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Acids, Carbocyclic, Benzamides and benzamide derivatives, Amides, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Psychotropic Drugs, Cytochrome P-450 CYP1A2 Inhibitors, Neurotransmitter Agents, Antipsychotic Agents, Cytochrome P-450 CYP3A Inhibitors, Bromobenzoates, Central Nervous System Depressants, Central Nervous System Agents, Cytochrome P-450 CYP2D6 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Benzene Derivatives, Dopamine Agents, Neurotoxic agents","","","","DB00409","","Remoxipride","","","","","","Drug","",,,,,,,,,,
"11465",":Drug","Drug","Anticoagulants, Carbohydrates, Polysaccharides, Glycosaminoglycans, Fibrin Modulating Agents, Heparin (Low Molecular Weight), Agents causing hyperkalemia, Heparin and similars, Hematologic Agents, Cardiovascular Agents","","","","DB00407","","Ardeparin","","","","","","Drug","",,,,,,,,,,
"11481",":Drug","A10BF02,A10BF,A10B,A10,A,Drug","Carbohydrates, Glycoside Hydrolase Inhibitors, Enzyme Inhibitors, Imino Pyranoses, Hypoglycemia-Associated Agents, Blood Glucose Lowering Agents, Imino Sugars, Alkaloids, Imines, Alimentary Tract and Metabolism, Piperidines, Drugs Used in Diabetes, Oral Hypoglycemics","","","","DB00491","","Miglitol","","","","","","Drug","",,,,,,,,,,
"11482",":Drug","C09BA09,C09BA,C09B,C09,C,Drug;C09AA09,C09AA,C09A,C09,C,Drug","Antihypertensive Agents Indicated for Hypertension, Phosphinic Acids, Enzyme Inhibitors, Agents causing hyperkalemia, Protease Inhibitors, Organophosphorus Compounds, Amino Acids, Peptides, and Proteins, Cardiovascular Agents, Hypotensive Agents, Amino Acids, Drugs that are Mainly Renally Excreted, Amino Acids, Cyclic, Photosensitizing Agents, Angiotensin-Converting Enzyme Inhibitors, Agents Acting on the Renin-Angiotensin System, Agents causing angioedema, ACE Inhibitors and Diuretics, Antihypertensive Agents, Drugs causing inadvertant photosensitivity, Imino Acids","","","","DB00492","","Fosinopril","","","","","","Drug","",,,,,,,,,,
"11486",":Drug","J01DD01,J01DD,J01D,J01,J,Drug","Nephrotoxic agents, Third-Generation Cephalosporins, Cephacetrile, Amides, Lactams, Thiazines, beta-Lactams, Antiinfectives for Systemic Use, Anti-Infective Agents, OAT1/SLC22A6 inhibitors, Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Sulfur Compounds, Cephalosporins, OAT3/SLC22A8 Inhibitors, Antibacterials for Systemic Use, Agents that reduce seizure threshold","","","","DB00493","","Cefotaxime","","","","","","Drug","",,,,,,,,,,
"11487",":Drug","N04BX02,N04BX,N04B,N04,N,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Anti-Parkinson Drugs, Anti-Dyskinesia Agents, COMT Inhibitors, Central Nervous System Depressants, Phenols, UGT1A9 Substrates, Central Nervous System Agents, Benzene Derivatives, Cytochrome P-450 CYP2D6 Inhibitors (weak), Dopamine Agents","","","","DB00494","","Entacapone","","","","","","Drug","",,,,,,,,,,
"11488",":Drug","L02BB01,L02BB,L02B,L02,L,Drug","Endocrine Therapy, Androgen Receptor Antagonists, Antineoplastic Agents, Hormonal, Amines, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Aniline Compounds, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Amides, Androgen Receptor Inhibitors, Hormone Antagonists and Related Agents, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Anilides, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP1A2 Substrates, Antiandrogens, Hormone Antagonists, Methemoglobinemia Associated Agents, Antiandrogens, non-steroidal","","","","DB00499","","Flutamide","","","","","","Drug","",,,,,,,,,,
"11490",":Drug","B01AA02,B01AA,B01A,B01,B,Drug","Anticoagulants, Blood and Blood Forming Organs, Narrow Therapeutic Index Drugs, Hematologic Agents, Indans, Indenes, Vitamin K Antagonists","","","","DB00498","","Phenindione","","","","","","Drug","",,,,,,,,,,
"11496",":Drug","L01EM02,L01EM,L01E,L01,L,Drug","Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Phosphatidylinositol-3-kinase (Pi3K) inhibitors, Antineoplastic Agents, Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index, MATE inhibitors, Cytochrome P-450 CYP3A4 Substrates, P-glycoprotein substrates with a Narrow Therapeutic Index, Heterocyclic Compounds, Fused-Ring, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, MATE 2 Inhibitors, Kinase Inhibitor","","","","DB12483","","Copanlisib","","","","","","Drug","",,,,,,,,,,
"11517",":Drug","Drug","Anticoagulants, Recombinant Antithrombin, Factor Xa Inhibitors, Thrombin Inhibitors, Decreased Coagulation Factor Activity","","","","DB11166","","Antithrombin Alfa","","","","","","Drug","",,,,,,,,,,
"11519",":Drug","D10AX06,D10AX,D10A,D10,D,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Acids, Acyclic, Androgen Receptor Antagonists, Fatty Acids, Pregnenediones, Cytochrome P-450 Enzyme Inhibitors, Adrenal Cortex Hormones, Androgen Receptor Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors, Lipids, Hormones, Cytochrome P-450 CYP2B6 Inhibitors, Fused-Ring Compounds, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (weak), Fatty Acids, Volatile, Cytochrome P-450 CYP2C9 Inhibitors, 17-Hydroxycorticosteroids, Cytochrome P-450 CYP1A2 Inhibitors (weak), Cytochrome P-450 CYP2B6 Inhibitors (weak), Cytochrome P-450 CYP2E1 Inhibitors, Hormones, Hormone Substitutes, and Hormone Antagonists, Cytochrome P-450 CYP2C8 Inhibitors, Dermatologicals, Cytochrome P-450 CYP2E1 Inhibitors (weak), Anti-Acne Preparations, Hydroxycorticosteroids, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Pregnanes, Cytochrome P-450 CYP2C19 Inhibitors (weak), Anti-Acne Preparations for Topical Use, Cytochrome P-450 CYP2C9 Inhibitors (weak), Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP3A4 Inhibitors (weak), Pregnenes, Steroids","","","","DB12499","","Clascoterone","","","","","","Drug","",,,,,,,,,,
"11552",":Drug","H03AA01,H03AA,H03A,H03,H,Drug","Amino Acids, Aromatic, OATP1B1/SLCO1B1 Inhibitors, Thyroid Products, Cytochrome P-450 Enzyme Inhibitors, Hormones, Hormone Substitutes, and Hormone Antagonists, Cytochrome P-450 CYP2C8 Inhibitors, OATP1B3 inhibitors, Organic Anion Transporting Polypeptide 2B1 Inhibitors, Amino Acids, Peptides, and Proteins, Hormones, Amino Acids, Agents used to treat hypothyroidism, Thyroxine-binding globulin substrates, P-glycoprotein inducers, Amino Acids, Cyclic, Narrow Therapeutic Index Drugs, UGT1A1 Substrates, Cytochrome P-450 CYP2C8 Inhibitors (moderate), UGT1A1 Substrates with a Narrow Therapeutic Index, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins","","","","DB00451","","Levothyroxine","","","","","","Drug","",,,,,,,,,,
"11553",":Drug","R01AX08,R01AX,R01A,R01,R,Drug;D09AA01,D09AA,D09A,D09,D,Drug;S01AA07,S01AA,S01A,S01,S,Drug","Nephrotoxic agents, Carbohydrates, Medicated Dressings, Dermatologicals, Agents that produce neuromuscular block (indirect), Anti-Infective Agents, Ophthalmologicals, Anti-Bacterial Agents, Medicated Dressings With Antiinfectives, Nasal Preparations, Aminoglycoside Antibacterials, Glycosides, Sensory Organs","","","","DB00452","","Framycetin","","","","","","Drug","",,,,,,,,,,
"11557",":Drug","N02AB02,N02AB,N02A,N02,N,Drug;N02AB52,N02AB,N02A,N02,N,Drug;N02AB72,N02AB,N02A,N02,N,Drug;N02AG03,N02AG,N02A,N02,N,Drug","Cytochrome P-450 Substrates, Sensory System Agents, Serotonin Agents, Nervous System, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP1A2 Inducers (strength unknown), Antidepressive Agents, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Opiate Agonists, Peripheral Nervous System Agents, Serotonin Modulators, Cytochrome P-450 Enzyme Inducers, Phenylpiperidine opioids, Analgesics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Piperidines, Opioids, Isonipecotic Acids, Agents that reduce seizure threshold, Narcotics, P-glycoprotein substrates, Cytochrome P-450 CYP3A4 Inducers, Adjuvants, Cytochrome P-450 CYP2C19 Substrates, High-risk opioids, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Opioid Agonist, NMDA Receptor Antagonists, Cytochrome P-450 CYP1A2 Inducers, Adjuvants, Anesthesia, Central Nervous System Agents, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates","","","","DB00454","","Meperidine","","","","","","Drug","",,,,,,,,,,
"11558",":Drug","D05BB02,D05BB,D05B,D05,D,Drug","Biological Factors, Cycloparaffins, Retinoids for Treatment of Psoriasis, Alkenes, Dermatologicals, Hydrocarbons, Acyclic, Cyclohexenes, Misc. Skin and Mucous Membrane Agents, Retinoids, Antipsoriatics, Cyclohexanes, Pigments, Biological, Carotenoids, Photosensitizing Agents, Antipsoriatics for Systemic Use, Polyenes, Hepatotoxic Agents, Drugs causing inadvertant photosensitivity, Keratolytic Agents, Terpenes","","","","DB00459","","Acitretin","","","","","","Drug","",,,,,,,,,,
"11559",":Drug","C02CA01,C02CA,C02C,C02,C,Drug;C02LE01,C02LE,C02L,C02,C,Drug","OCT1 substrates, Antihypertensive Agents Indicated for Hypertension, Adrenergic alpha-Antagonists, OCT2 Substrates, P-glycoprotein substrates, OCT1 inhibitors, Peripheral alpha-1 blockers, Antiadrenergic Agents, Peripherally Acting, Cardiovascular Agents, Hypotensive Agents, Quinazolines, Heterocyclic Compounds, Fused-Ring, BCRP/ABCG2 Substrates, Adrenergic Antagonists, Alpha-Adrenoreceptor Antagonists and Diuretics, Adrenergic alpha-1 Receptor Antagonists, Antihypertensive Agents, P-glycoprotein inhibitors, Vasodilating Agents","","","","DB00457","","Prazosin","","","","","","Drug","",,,,,,,,,,
"11560",":Drug","N06AA02,N06AA,N06A,N06,N,Drug","Cytochrome P-450 CYP3A7 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Drugs that are Mainly Renally Excreted, Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index, Anticholinergic Agents, Serotonin 5-HT2 Receptor Antagonists, Tricyclics and Other Norepinephrine-reuptake Inhibitors, Cytochrome P-450 CYP2E1 Inhibitors (strength unknown), Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Adrenergic Agents, Agents that reduce seizure threshold, Antidepressive Agents Indicated for Depression, Cytochrome P-450 CYP2C18 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Agents producing tachycardia, Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index, Serotonin 5-HT2A Receptor Antagonists, Membrane Transport Modulators, P-glycoprotein substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C19 Substrates, Neurotransmitter Agents, Narrow Therapeutic Index Drugs, Tertiary amine tricyclic antidepressants, Central Nervous System Depressants, Antidepressive Agents, Tricyclic, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP1A2 Inhibitors (moderate), Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Inhibitors, QTc Prolonging Agents, Adrenergic Uptake Inhibitors, Cytochrome P-450 CYP2B6 Substrates with a Narrow Therapeutic Index, Serotonin Agents, Nervous System, Cytochrome P-450 CYP2C19 Inhibitors, Hypotensive Agents, Muscarinic Antagonists, Antidepressive Agents, Cytochrome P-450 CYP1A2 Inhibitors, Serotonin Modulators, Histamine H1 Antagonists, Adrenergic Antagonists, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Adrenergic alpha-1 Receptor Antagonists, Neurotoxic agents, Adrenergic alpha-Antagonists, Cytochrome P-450 CYP2C18 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2E1 Inhibitors, P-glycoprotein substrates, Dibenzazepines, Moderate Risk QTc-Prolonging Agents, Psychotropic Drugs, Cytochrome P-450 CYP2C19 Inhibitors (strong), Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index, Heterocyclic Compounds, Fused-Ring, Non-Selective Monoamine Reuptake Inhibitors, Histamine Antagonists, Serotonin 5-HT2C Receptor Antagonists, Cytochrome P-450 CYP3A Substrates, OCT2 Inhibitors, Neurotransmitter Uptake Inhibitors, Agents that produce hypertension, Cytochrome P-450 CYP1A2 Substrates, Serotonin Receptor Antagonists, Central Nervous System Agents, Psychoanaleptics","","","","DB00458","","Imipramine","","","","","","Drug","",,,,,,,,,,
"11562",":Drug","Drug","Quinones, HSP90 Heat-Shock Proteins, Amides, Lactams","","","","DB12442","","Alvespimycin","","","","","","Drug","",,,,,,,,,,
"11582",":Drug","M01AX01,M01AX,M01A,M01,M,Drug","Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Nephrotoxic agents, Enzyme Inhibitors, Cytochrome P-450 Substrates, Cyclooxygenase Inhibitors, Ketones, Anti-Inflammatory Agents, Agents causing hyperkalemia, Antirheumatic Agents, Selective Cyclooxygenase 2 Inhibitors (NSAIDs), Cytochrome P-450 CYP2C9 Substrates, Butanones, Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, COX-2 Inhibitors, Analgesics, Photosensitizing Agents, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Musculo-Skeletal System, Agents that produce hypertension, Cytochrome P-450 CYP1A2 Substrates, Drugs causing inadvertant photosensitivity, Other Nonsteroidal Anti-inflammatory Agents","","","","DB00461","","Nabumetone","","","","","","Drug","",,,,,,,,,,
"11584",":Drug","C05BB04,C05BB,C05B,C05,C,Drug","Alkanesulfonic Acids, Surface-Active Agents, Sulfur Acids, Lipids, Cardiovascular Agents, Sclerosing Agents for Local Injection, Pharmaceutical Solutions, Alcohols, Vasoprotectives, Sulfur Compounds, Alkanesulfonates, Acids, Solutions, Sclerosing Solutions, Sulfonic Acids, Antivaricose Therapy, Pharmaceutical Preparations, Compounds used in a research, industrial, or household setting, Fatty Alcohols","","","","DB00464","","Sodium tetradecyl sulfate","","","","","","Drug","",,,,,,,,,,
